,paper_id,country,org,org_type,team
2867,1006,India,Loyola Coll,,"Khusro, Ameer"
2868,1006,Mexico,Univ Autonoma Guerrero,,"Cipriano-Salazar, Moises; Olivares-Perez, Jaime"
2869,1006,Ecuador,Univ Tecn Ambato,,"Barros-Rodriguez, Marcos A."
2870,1007,Denmark,Univ Aarhus,,"Bozsoki, Zoltan; Cheng, Jeryl; Gysel, Kira; Vinther, Maria; Andersen, Kasper R.; Blaise, Mickael; Radutoiu, Simona; Stougaard, Jens"
2871,1007,England,John Innes Ctr,,"Feng, Feng; Oldroyd, Giles"
2872,1007,France,Univ Montpellier,,"Blaise, Mickael"
2873,1008,Argentina,Univ Nacl Litoral,,"Cabello, Julieta V.; Giacomelli, Jorge I.; Chan, Raquel L."
2874,1008,Argentina,CICVyA,,"Gomez, Maria C."
2875,1009,Germany,Leibniz Inst Plant Biochem,,"Dreher, Dorothee; Yadav, Heena; Zander, Sindy; Hause, Bettina"
2876,1010,Peoples R China,Nanjing Agr Univ,,"Ren, Haiyan; Hu, Jian; Hu, Yifei; Yang, Gaowen; Zhang, Yingjun"
2877,1010,Peoples R China,China Agr Univ,,"Zhang, Yingjun"
2878,1011,IL 60439 USA,NCI,,"Ruszkowski, Milosz; Dauter, Zbigniew"
2879,1012,Libya,Biotechnol Res Ctr,,"Elmaghrabi, Adel M."
2880,1012,Wales,Cardiff Univ,,"Elmaghrabi, Adel M.; Rogers, Hilary J.; Francis, Dennis"
2881,1012,France,Univ Bourgogne Franche Comte,,"Ochatt, Sergio J."
2882,1013,NE 68583 USA,Univ Nebraska Lincoln,,"Sharma, Vasudha"
2883,1013,NE 68583 USA,Univ Nebraska Lincoln,,"Irmak, Suat"
2884,1014,Poland,Siedlce Univ Nat Sci & Humanities,,"Sosnowski, Jacek; Jankowski, Kazimierz; Malinowska, Elzbieta; Truba, Milena"
2885,1015,WI 53706 USA,USDA ARS,,"Grabber, John H.; Sullivan, Michael L."
2886,1015,MO 65211 USA,Univ Missouri,,"Yost, Matt A."
2887,1015,MN 55108 USA,Univ Minnesota,,"Coulter, Jeffrey A."
2888,1016,TX 79409 USA,Texas Tech Univ,,"Baxter, Lisa L.; West, Charles P.; Brown, C. Philip; Green, Paul E."
2889,1017,MN 55108 USA,Univ Minnesota,,"Neu, Abby E.; Catalano, Devan N.; Martinson, Krishona L."
2890,1017,MN 55108 USA,Univ Minnesota,,"Sheaffer, Craig C.; Wells, M. Scott"
2891,1017,WI 53706 USA,Univ Wisconsin,,"Undersander, Daniel J."
2892,1017,PA 16802 USA,Penn State Univ,,"Hall, Marvin H."
2893,1017,PA 16802 USA,Penn State Univ,,"Kniffen, Daniel M."
2894,1018,Romania,Carol Davila Univ Med & Pharm,,"Gird, Cerasela Elena; Dutu, Ligia Elena; Costea, Teodora; Nencu, Ioana; Popescu, Maria Lidia"
2895,1018,Romania,Carol Davila Univ Med & Pharm,,"Balaci, Teodora Dalila"
2896,1018,Romania,Carol Davila Univ Med & Pharm,,"Olaru, Octavian Tudorel"
2897,1019,Italy,Univ Perugia,,"Nicolia, Alessandro; Ferradini, Nicoletta; Veronesi, Fabio; Rosellini, Daniele"
2898,1019,Italy,Council Agr Res & Econ,,"Nicolia, Alessandro"
2899,1020,Czech Republic,Vyzkumny Ustav Rostlinne Vyroby,,"Strobach, Jan; Mikulka, Jan"
2900,1021,Peoples R China,Yangzhou Univ,,"Zhan, Jinshun; Liu, Mingmei; Wu, Caixia; Su, Xiaoshuang; Zhan, Kang; Zhao, Guo Qi"
2901,1021,Peoples R China,Jiangxi Acad Agr Sci,,"Zhan, Jinshun"
2902,1021,Peoples R China,Jiangsu Joint Inst Technol Profess,,"Liu, Mingmei"
2903,1022,Germany,Univ Dusseldorf,,"Ben Abdallah, Heithem; Mai, Hans-Joerg; Bauer, Petra"
2904,1022,Spain,CSIC,,"Alvarez-Fernandez, Ana; Abadia, Javier"
2905,1022,Germany,Heinrich Heine Univ,,"Bauer, Petra"
2906,1023,Brazil,Univ Fed Rural Pernambuco,,"de Oliveira, Osniel F.; dos Santos, Mercia Virginia F."
2907,1023,TX 76401 USA,Texas A&M AgriLife Res,,"Muir, James P.; Cherry, Nichole M.; Lambert, Barry D."
2908,1023,IA 50011 USA,Iowa State Univ,,"Ramirez, Hugo Alonso R."
2909,1024,TX 79403 USA,Texas A&M AgriLife Res & Extens Ctr,,"Bastola, Anup; Parajulee, Megha N.; Shrestha, Ram B."
2910,1025,New Zealand,AgResearch Ltd,,"Jonker, A.; Pinares-Patino, C.; Olinga, S.; Diaz, A.; Molano, G.; MacLean, S.; Sandoval, E.; Harland, R."
2911,1025,New Zealand,AgResearch Ltd,,"Hickey, S."
2912,1025,New Zealand,AgResearch Ltd,,"McEwan, J.; Knowler, K.; Rowe, S."
2913,1025,New Zealand,AgResearch Ltd,,"Birch, D."
2914,1025,New Zealand,AgResearch Ltd,,"Bryson, B.; Knowler, K."
2915,1025,Peru,New Zealand Peru Dairy Support Project,,"Pinares-Patino, C."
2916,1025,Uganda,Natl Agr Res Org,,"Olinga, S."
2917,1025,Spain,Univ Leon,,"Diaz, A."
2918,1026,Peoples R China,Jilin Univ,,"Bao, Guozhang; Li, Qiqi; Bao, Yishu; Zheng, Yue; Feng, Xiaoxia"
2919,1026,Peoples R China,Peking Univ,,"Ao, Qi"
2920,1026,Peoples R China,Jilin Univ,,"Ding, Xuemei"
2921,1027,Saudi Arabia,King Saud Univ,,"Al-Shahwan, I. M.; Abdalla, O. A.; Al-Saleh, M. A.; Amer, M. A."
2922,1028,WI 53706 USA,Univ Wisconsin,,"Su, Huawei; Akins, Matt S."
2923,1028,Peoples R China,China Agr Univ,,"Su, Huawei"
2924,1028,WI 54449 USA,Univ Wisconsin,,"Esser, Nancy M."
2925,1028,WI 54449 USA,USDA ARS,,"Ogden, Robin; Coblentz, Wayne K."
2926,1028,WI 53706 USA,USDA ARS,,"Kalscheur, Kenneth F.; Hatfield, Ron"
2927,1029,England,Univ Reading,,"Thomson, A. L.; Humphries, D. J.; Kliem, K. E.; Dittmann, M. T.; Reynolds, C. K."
2928,1030,Sweden,Univ Gothenburg,,"Adolfsson, Lisa; Nziengui, Hugues; Beebo, Azeez; Herdean, Andrei; Aboalizadeh, Jila; Spetea, Cornelia"
2929,1030,Sweden,Swedish Univ Agr Sci,,"Abreu, Ilka N.; Moritz, Thomas; Ljung, Karin"
2930,1030,Czech Republic,Czech Acad Sci,,"Simura, Jan; Siroka, Jitka; Novak, Ondrej"
2931,1030,Czech Republic,Palacky Univ,,"Simura, Jan; Siroka, Jitka; Novak, Ondrej"
2932,1030,France,Univ Le Mans,,"Schoefs, Benoit"
2933,1031,Spain,CSIC,,"Cavero, Jose; Medina, Eva T.; Martinez-Co, Antonio"
2934,1031,Spain,Ctr Invest & Tecnol Agroalimentaria CITA DGA,,"Faci, Jose M."
2935,1032,Iran,Univ Mohaghegh Ardabili,,"Tajmiri, Pejman; Fathi, Seyed Ali Asghar; Golizadeh, Ali; Nouri-Ganbalani, Gadir"
2936,1033,Peoples R China,Northwest A&F Univ,,"He, Shubin; Long, Mingxiu; He, Xueqing; Guo, Lixiang; Yang, Jieyu; Yang, Peizhi; Hu, Tianming"
2937,1034,Peoples R China,Nanjing Agr Univ,,"Dong, Zhihao; Yuan, Xianjun; Wen, Aiyou; Desta, Seare T.; Shao, Tao"
2938,1034,Peoples R China,Anhui Sci & Technol Univ,,"Wen, Aiyou"
2939,1035,WA 98801 USA,Washington State Univ,,"Granatstein, David; Kirby, Elizabeth"
2940,1035,WA 99350 USA,Washington State Univ,,"Davenport, Joan R."
2941,1036,Australia,CSIRO Agr & Food,,"Liu, Yao; Kidd, Brendan N.; Garg, Gagan; Singh, Karam B.; Anderson, Jonathan P."
2942,1036,Peoples R China,Sichuan Agr Univ,,"Liu, Yao"
2943,1036,Australia,Australian Natl Univ,,"Hassan, Samira; Mathesius, Ulrike"
2944,1036,Australia,Univ Western Australia,,"Singh, Karam B.; Anderson, Jonathan P."
2945,1037,OH 43210 USA,Ohio State Univ,,"Tirado-Corbala, Rebecca; Slater, Brian K."
2946,1037,PR 00681 USA,Univ Puerto Rico,,"Tirado-Corbala, Rebecca"
2947,1037,OH 44691 USA,Ohio State Univ,,"Dick, Warren A."
2948,1037,OH 43210 USA,Ohio State Univ,,"Barker, Dave"
2949,1038,Italy,Univ Pavia,,"Girometta, Carolina; Savino, Elena"
2950,1038,Italy,Univ Pavia,,"Zeffiro, Alberto; Buttafava, Armando; Dondi, Daniele"
2951,1038,Italy,Univ Pavia,,"Malagodi, Marco"
2952,1038,Italy,Univ Pavia,,"Doria, Enrico; Nielsen, Erik"
2953,1039,Italy,APS Polyxena,,"Vovlas, Alessio"
2954,1039,Italy,Hortoservice,,"Santoro, Simona"
2955,1039,Italy,CNR,,"Radicci, Vincenzo; Leonetti, Paola"
2956,1039,Spain,CSIC,,"Castillo, Pablo; Palomares-Rius, Juan E."
2957,1040,OK 73401 USA,Noble Res Inst,,"Cheng, Xiaofei; Mysore, Kirankumar S.; Wen, Jiangqi"
2958,1040,Peoples R China,Lanzhou Univ,,"Gou, Xiaoping; Li, Jia"
2959,1040,Peoples R China,Lanzhou Univ,,"Yin, Hongju"
2960,1041,Australia,Univ Queensland,,"Hastwell, April H.; Gresshoff, Peter M.; Ferguson, Brett J."
2961,1041,OK 73401 USA,Noble Res Inst LLC,,"de Bang, Thomas C."
2962,1041,Denmark,Univ Copenhagen,,"de Bang, Thomas C."
2963,1042,Peoples R China,Shandong Univ,,"Dong, Wei; Guo, Weihug"
2964,1042,Peoples R China,Qufu Normal Univ,,"Song, Yuguang; Zhao, Zhong; Qiu, Nian Wei; Liu, Xijiang"
2965,1043,Peoples R China,Chinese Acad Sci,,"Wang, Xiaomi; Teng, Ying; Zhang, Ning; Christie, Peter; Li, Zhengao; Luo, Yongming"
2966,1043,Peoples R China,Univ Chinese Acad Sci,,"Wang, Xiaomi"
2967,1043,Peoples R China,Chongqing Res Acad Environm Sci,,"Wang, Jun"
2968,1044,NM 87505 USA,Natl Ctr Genome Resources,,"Moll, Karen M.; Ramaraj, Thiruvarangan; Fajardo, Diego; Devitt, Nicholas P.; Mudge, Joann"
2969,1044,MT 59717 USA,Montana State Univ,,"Moll, Karen M."
2970,1044,MN USA,Univ Minnesota,,"Zhou, Peng"
2971,1044,MN 55108 USA,Univ Minnesota,,"Sadowsky, Michael J."
2972,1044,MN 55108 USA,Univ Minnesota,,"Sadowsky, Michael J."
2973,1044,MN USA,Univ Minnesota,,"Stupar, Robert M."
2974,1044,MN 55108 USA,Univ Minnesota,,"Tiffin, Peter; Young, Nevin D."
2975,1044,MD USA,J Craig Venter Inst,,"Miller, Jason R."
2976,1044,MN USA,Univ Minnesota,,"Silverstein, Kevin A. T."
2977,1045,Peoples R China,Shenzhen Univ,,"Song, Jianbo; Mo, Xiaowei; Yang, Haiqi; Yue, Luming; Mo, Beixin"
2978,1045,Peoples R China,Jiang Xi Agr Univ,,"Song, Jianbo"
2979,1045,Peoples R China,Shenzhen Univ,,"Song, Jun"
2980,1046,Saudi Arabia,King Saud Univ,,"Abdelrahman, Mutassim M.; Alhidary, Ibrahim; Amran, Ramzi A."
2981,1046,Saudi Arabia,ARASCO Co,,"Alyemni, Abdullah H.; Al-Saiady, Mohamed Y."
2982,1046,Pakistan,Univ Agr,,"Khan, Rifat U."
2983,1046,Saudi Arabia,King Saud Univ,,"Bello, Abdel Raouf S."
2984,1047,Peoples R China,Natl Res Ctr Geoanal,,Zhang Li-Ping; Shen Ya-Ting
2985,1047,Peoples R China,China Univ Geosci,,Zhang Li-Ping
2986,1048,Peoples R China,Northwest A&F Univ,,"An, Jie; Yang, Peizhi; Cao, Yuman; Ren, Penghui; You, Zhang; Wang, Yafang; Yang, Jieyu"
2987,1048,Peoples R China,Grassland Management Stn Shaanxi Prov,,"Geng, Jincai"
2988,1048,Peoples R China,Inner Mongolia Agr Univ,,"Zhang, Zhiqiang"
2989,1049,Peoples R China,Beijing Forestry Univ,,"Li, Yan; Su, Derong"
2990,1050,Peoples R China,Lanzhou Univ,,"Li, Rong; Min, Dandan; Chen, Lijun; Chen, Chunyang; Hu, Xiaowen"
2991,1051,Turkey,Iskenderun Tech Univ,,"Uyan, Ali; Turan, Cemal"
2992,1052,SD 57006 USA,ARS,,"Riedell, W. E.; Osborne, S. L."
2993,1053,France,INRA,,"Gallet, Romain; Blanc, Stephane"
2994,1053,France,INRA,,"Fabre, Frederic"
2995,1053,France,Univ Montpellier,,"Michalakis, Yannis"
2996,1054,MT 59270 USA,USDA ARS,,"Rand, Tatyana A."
2997,1055,Iran,Ramin Agr & Nat Resource Univ Khouzestan,,"Mohammadabadi, Tahereh; Jolazadeh, Alireza"
2998,1056,Peoples R China,Chinese Acad Sci,,"Yu, Feng; Dou, Quanwen; Liu, Ruijuan; Wang, Haiqing"
2999,1056,Peoples R China,Univ Chinese Acad Sci,,"Yu, Feng; Liu, Ruijuan"
3000,1056,Peoples R China,Chinese Acad Sci,,"Dou, Quanwen"
3001,1057,Iran,Arak Univ,,"Soltani, M.; Kazemi-Bonchenari, M.; Khaltabadi-Farahani, A. H."
3002,1057,Iran,Univ Zanjan,,"Afsarian, O."
3003,1058,Peoples R China,Sun Yat Sen Univ,,"Wang, Fang"
3004,1058,Peoples R China,Nanjing Agr Univ,,"Li, Xin"
3005,1059,Iran,Isfahan Univ Technol,,"Moeini, H.; Mahdavi, A. H.; Riasi, A.; Ghorbani, G. R.; Ghaffari, M. H."
3006,1059,Iran,ABRII,,"Oskoueian, E."
3007,1059,New Zealand,AgResearch Ltd,,"Khan, M. A."
3008,1060,Brazil,Sao Paulo State Univ,,"De Brito, Gerlane F."
3009,1060,Australia,NSW Dept Primary Ind,,"De Brito, Gerlane F.; Holman, Benjamin W. B.; Hopkins, David L."
3010,1060,Australia,Charles Sturt Univ,,"McGrath, Shawn R.; Friend, Michael A."
3011,1060,Australia,Graham Ctr Agr Innovat,,"Holman, Benjamin W. B.; McGrath, Shawn R.; Friend, Michael A.; Hopkins, David L."
3012,1060,Australia,Orange Agr Inst,,"van de Ven, Remy"
3013,1061,France,Univ Nice Sophia Antipolis,,"Castella, Claude; Seassau, Aurelie; Boscari, Alexandre; Puppo, Alain; Brouquisse, Renaud"
3014,1061,Greece,Univ Thessaly,,"Mirtziou, Ioanna; Papadopoulou, Kalliopi"
3015,1061,France,Univ Angers,,"Montrichard, Francoise"
3016,1061,France,Univ Lorraine,,"Rouhier, Nicolas"
3017,1062,New Zealand,Lincoln Univ,,"Woods, R. R.; Cameron, K. C.; Di, H. J.; Clough, T. J."
3018,1062,New Zealand,Lincoln Univ,,"Edwards, G. R."
3019,1063,Canada,Agr & Agri Food Canada,,"Aung, Banyar; Gao, Ruimin; Yuan, Ze-Chun; Sumarah, Mark; Hannoufa, Abdelali"
3020,1063,Canada,Univ Western Ontario,,"Aung, Banyar; Hannoufa, Abdelali"
3021,1063,Canada,Agr & Agri Food Canada,,"Gruber, Margaret Y."
3022,1064,Peoples R China,Nanjing Agr Univ,,"Gu, Quan; Chen, Ziping; Yu, Xiuli; Cui, Weiti; Pan, Jincheng; Zhao, Gan; Shen, Wenbiao"
3023,1064,Peoples R China,Jiangsu Prov & Chinese Acad Sci,,"Xu, Sheng; Wang, Ren"
3024,1065,Wales,Aberystwyth Univ,,"MacKintosha, Sian B.; Kim, Eun Joong"
3025,1065,England,Univ Bristol,,"Richardson, Ian"
3026,1065,Germany,Leibniz Inst Farm Anim Biol,,"Dannenberger, Dirk"
3027,1065,France,Desialis,,"Coulmier, Didier"
3028,1065,North Ireland,Queens Univ Belfast,,"Scollan, Nigel D."
3029,1065,South Korea,Kyungpook Natl Univ,,"Kim, Eun Joong"
3030,1066,Poland,Univ Szczecin,,"Igielski, Rafal; Kepczynska, Ewa"
3031,1067,MD 20850 USA,J Craig Venter Inst,,"Miller, Jason R."
3032,1067,MN USA,Univ Minnesota,,"Zhou, Peng; Tiffin, Peter; Young, Nevin D."
3033,1067,NM USA,Natl Ctr Genome Resources,,"Mudge, Joann; Ramaraj, Thiruvarangan"
3034,1067,NY 11724 USA,Cold Spring Harbor Lab,,"Gurtowski, James; McCombie, W. Richard"
3035,1067,CA USA,Stanford Sch Med,,"Lee, Hayan"
3036,1067,MD 20892 USA,NHGRI,,"Walenz, Brian P."
3037,1067,MN USA,Univ Minnesota,,"Liu, Junqi; Stupar, Robert M."
3038,1067,MN USA,Univ Minnesota,,"Denny, Roxanne"
3039,1067,MD 21218 USA,Johns Hopkins Univ,,"Song, Li"
3040,1067,NY 14850 USA,Cornell Univ,,"Singh, Namrata; Maron, Lyza G.; McCouch, Susan R."
3041,1067,MD 21218 USA,Johns Hopkins Univ,,"Schatz, Michael C."
3042,1067,MD 21218 USA,Johns Hopkins Univ,,"Schatz, Michael C."
3043,1067,MN USA,Univ Minnesota,,"Silverstein, Kevin A. T."
3044,1068,Peoples R China,Sichuan Univ,,"Lei, Yunting; Lin, Honghui"
3045,1068,Peoples R China,Chinese Acad Sci,,"Lei, Yunting; Liu, Qing"
3046,1068,Peoples R China,Chinese Acad Sci,,"Lei, Yunting; Liu, Qing"
3047,1068,Peoples R China,Chinese Acad Sci,,"Lei, Yunting; Hettenhausen, Christian; Cao, Guoyan; Tan, Qing; Zhao, Weiye; Wu, Jianqiang"
3048,1069,Peoples R China,Lanzhou Univ,,"Fang, Chao; Ye, Jian-Sheng; Gong, Yanhong; Pei, Jiuying; Xie, Chan; Zhu, Yusi; Yu, Yueyuan"
3049,1069,Peoples R China,Chinese Acad Sci,,"Yuan, Ziqiang"
3050,1070,Peoples R China,Northwest A&F Univ,,"He, Honghua; Dong, Zhigang; Fan, Chenbin; Zhang, Xingchang"
3051,1070,Peoples R China,Chinese Acad Sci & Minist Water Resources,,"He, Honghua; Dong, Zhigang; Peng, Qi; Wang, Xia; Zhang, Xingchang"
3052,1070,Peoples R China,Univ Chinese Acad Sci,,"Peng, Qi; Wang, Xia"
3053,1071,Peoples R China,Northeast Agr Univ,,"Song, Tingting; Cui, Guowen"
3054,1071,Peoples R China,Northeast Agr Univ,,"Xu, Huihui; Sun, Na; Jiang, Liu; Tian, Pu; Yong, Yueyuan; Yang, Weiwei; Cai, Hua"
3055,1072,WA 99164 USA,Washington State Univ,,"Ogden, Aaron J.; Gang, David R.; Kahn, Michael L."
3056,1072,WA 99164 USA,Washington State Univ,,"Ogden, Aaron J.; Gargouri, Mahmoud; Park, JeongJin; Gang, David R.; Kahn, Michael L."
3057,1072,Tunisia,Ctr Biotechnol Borj Cedria,,"Gargouri, Mahmoud"
3058,1072,VA USA,Univ Virginia,,"Park, JeongJin"
3059,1073,Spain,Univ Politecn Valencia,,"Wu, Beilei; Zwart, Mark P.; Sanchez-Navarro, Jesus A.; Elena, Santiago F."
3060,1073,Spain,Univ Valencia,,"Elena, Santiago F."
3061,1073,NM 87501 USA,Santa Fe Inst,,"Elena, Santiago F."
3062,1073,Peoples R China,Chinese Acad Agr Sci,,"Wu, Beilei"
3063,1073,Germany,Univ Cologne,,"Zwart, Mark P."
3064,1074,Spain,Univ Salamanca,,"Albornos, Lucia; Martin, Ignacio; Labrador, Emilia; Dopico, Berta"
3065,1075,Egypt,Cairo Univ,,"Hegazi, Nabil A.; Sarhan, Mohamed S.; Fayez, Mohamed"
3066,1075,Germany,Leibniz Inst Vegetable & Ornamental Crops Grossbe,,"Patz, Sascha; Ruppel, Silke"
3067,1075,Ireland,Trinity Coll Dublin,,"Murphy, Brian R."
3068,1076,Italy,Univ Padua,,"Ertani, Andrea; Schiavon, Michela; Nardi, Serenella"
3069,1076,CO 80523 USA,Colorado State Univ,,"Schiavon, Michela"
3070,1077,Brazil,Univ Fed Rio Grande do Sul,,"Avila, Mariana R.; Dall'Agnol, Miguel; Nunes, Tamyris"
3071,1077,Brazil,Univ Fed Rio Grande do Sul,,"Martinelli, Jose A.; Da Silva, Gerarda B. P."
3072,1077,Brazil,State Fdn Agr Res,,"Bremm, Carolina"
3073,1078,SD 57007 USA,South Dakota State Univ,,"Kanchupati, Praveena; Wang, Yafang; Anower, M. Rokebul; Wu, Yajun"
3074,1078,Peoples R China,Northwest A&F Univ,,"Wang, Yafang; Hu, Tianming"
3075,1078,OK 73401 USA,Samuel Robert Noble Fdn,,"Anower, M. Rokebul"
3076,1078,SD 57007 USA,South Dakota State Univ,,"Boe, Arvid"
3077,1079,Serbia,Inst Soil Sci,,"Stajkovic-Srbinovic, Olivera; Delic, Dusica; Nerandzic, Boris; Sikiric, Biljana; Kuzmanovic, Djordje; Rasulic, Natasa"
3078,1079,Serbia,Delta Agrar,,"Andjelovic, Srdjan"
3079,1080,New Zealand,Lincoln Univ,,"Berenji, S.; Moot, D. J.; Moir, J. L.; Ridgway, H.; Rafat, A."
3080,1081,South Korea,Rural Dev Adm,,"Lee, Ki-Won; Rahman, Md. Atikur; Choi, Gi Jun; Kim, Ki-Yong; Ji, Hee Chung; Lee, Sang-Hoon"
3081,1081,South Korea,SNU,,"Kim, Jong Geun"
3082,1082,South Korea,Rural Dev Adm,,"Lee, Ki-Won; Rahman, Md. Atikur; Choi, Gi Jun; Kim, Ki-Yong; Ji, Hee Chung; Hwang, Tae Young; Lee, Sang-Hoon"
3083,1083,Canada,Univ Toronto,,"Harrison, Tia L.; Wood, Corlett W.; Stinchcombe, John R."
3084,1083,IL 61801 USA,Univ Illinois,,"Heath, Katy D."
3085,1083,Canada,Univ Toronto,,"Stinchcombe, John R."
3086,1084,LA 70803 USA,Louisiana State Univ,,"Terrell, E.; Theegala, C. S."
3087,1084,LA 70802 USA,LSU AgCtr,,"Theegala, C. S."
3088,1085,New Zealand,Landcare Res,,"Mason, Norman W. H.; Palmer, David J.; Mudge, Paul L."
3089,1085,New Zealand,DairyNZ,,"Romera, Alvaro; Waugh, Deanne"
3090,1086,Saudi Arabia,King Faisal Univ,,"Al-Kahtani, Saad Naser; Taha, El-Kazafy Abdou; Al-Abdulsalam, Mohammed"
3091,1086,Egypt,Kafrelsheikh Univ,,"Taha, El-Kazafy Abdou"
3092,1087,WI 53706 USA,Univ Wisconsin,,"Barros, T.; Danes, M. A. C.; Aguerre, M. J.; Wattiaux, M. A."
3093,1087,WI 53706 USA,USDA ARS,,"Powell, J. M."
3094,1088,Peoples R China,Shanghai Jiao Tong Univ,,"Wang, Shengyin; Yuan, Shili; Su, Liantai; Lv, Aimin; Zhou, Peng; An, Yuan"
3095,1088,Peoples R China,Minist Agr,,"An, Yuan"
3096,1089,Canada,McGill Univ,,"Cai, Fanping; Bede, Jacqueline C."
3097,1089,OK 73401 USA,Samuel Roberts Noble Fdn Inc,,"Watson, Bonnie S.; Huhman, David V.; Sumner, Lloyd W."
3098,1089,Canada,McGill Univ,,"Meek, David; Driscoll, Brian T."
3099,1089,TX 78249 USA,Univ Texas San Antonio,,"Wherritt, Daniel J."
3100,1089,France,Univ Paul Sabatier,,"Ben, Cecile; Gentzbittel, Laurent"
3101,1089,MO 65211 USA,Univ Missouri,,"Sumner, Lloyd W."
3102,1090,Peoples R China,China Agr Univ,,"Ma, Qiaoli; Kang, Junmei; Zhang, Kun; Wang, Tenghua; Sun, Yan"
3103,1090,Peoples R China,Chinese Acad Agr Sci,,"Kang, Junmei; Long, Ruicai; Zhang, Tiejun; Yang, Qingchuan"
3104,1090,Peoples R China,Ningxia Univ,,"Ma, Qiaoli"
3105,1090,Peoples R China,Hubei Acad Agr Sci,,"Xiong, Junbo"
3106,1091,Peoples R China,Lanzhou Univ,,"Zhang, Zhengshe; Min, Xueyang; Wang, Yanrong; Liu, Zhipeng; Liu, Wenxian"
3107,1091,Peoples R China,Lanzhou Univ,,"Wang, Zefu"
3108,1092,Peoples R China,Northwest A & F Univ,,"He, Honghua; Fan, Chenbin; Zhang, Xingchang"
3109,1092,Peoples R China,Chinese Acad Sci & Minist Water Resources,,"He, Honghua; Peng, Qi; Wang, Xia; Zhang, Xingchang"
3110,1092,Peoples R China,Univ Chinese Acad Sci,,"Peng, Qi; Wang, Xia"
3111,1092,Australia,Univ Western Australia,,"Pang, Jiayin"
3112,1092,Australia,Univ Western Australia,,"Pang, Jiayin"
3113,1092,Australia,Univ Western Australia,,"He, Honghua; Lambers, Hans"
3114,1092,Australia,Univ Western Australia,,"He, Honghua; Lambers, Hans"
3115,1093,Spain,Univ Granada,,"Lopez-Gomez, Miguel; Hidalgo-Castellanos, Javier; Ruben Munoz-Sanchez, J.; Marin-Pena, Agustin J.; Lluch, Carmen; Herrera-Cervera, Jose A."
3116,1094,Iran,Shahrekord Univ,,"Amooaghaie, Rayhaneh; Tabatabaie, Fatemeh"
3117,1095,SD 57007 USA,South Dakota State Univ,,"Sanchez-Duarte, Juan I.; Garcia, Alvaro"
3118,1096,France,Univ Littoral Cte Opale,,"Lenoir, Ingrid; Fontaine, Joel; Tisserant, Benoit; Laruelle, Frederic; Sahraoui, Anissa Lounes-Hadj"
3119,1096,France,CNRS,,"Lenoir, Ingrid; Fontaine, Joel; Tisserant, Benoit; Laruelle, Frederic; Sahraoui, Anissa Lounes-Hadj"
3120,1097,WI 54449 USA,USDA ARS,,"Coblentz, W. K.; Ogden, R. K."
3121,1097,WI 53706 USA,Univ Wisconsin,,"Akins, M. S."
3122,1097,TX 77507 USA,Kuraray Amer Inc,,"Chow, E. A."
3123,1098,Peoples R China,Nanjing Agr Univ,,"Yuan, XianJun; Wen, AiYou; Desta, Seare T.; Dong, ZhiHao; Shao, Tao"
3124,1098,Peoples R China,Anhui Sci & Technol Univ,,"Wen, AiYou"
3125,1099,Australia,Charles Sturt Univ,,"Zubair, Hasan Muhammad; Pratley, James E."
3126,1099,Australia,Graham Ctr Agr Innovat,,"Zubair, Hasan Muhammad; Pratley, James E.; Sandral, G. A."
3127,1099,Australia,Wagga Wagga Agr Inst,,"Sandral, G. A."
3128,1099,Australia,South Australian Res & Dev Inst,,"Humphries, A."
3129,1100,Japan,Okayama Univ,,"Suzuki, Tomoko; Maeda, Aya; Hirose, Masaya; Ichinose, Yuki; Shiraishi, Tomonori; Toyoda, Kazuhiro"
3130,1100,Japan,Japan Womens Univ,,"Suzuki, Tomoko"
3131,1100,Japan,Res Inst Biol Sci,,"Shiraishi, Tomonori"
3132,1101,WA 99350 USA,USDA ARS,,"Yu, Long-Xi"
3133,1102,KY 40546 USA,Univ Kentucky,,"Yang, Shengming; Wang, Qi; Liu, Jinge; Qin, Qiulin; Zheng, Qiaolin; Zhu, Hongyan"
3134,1102,Netherlands,Wageningen Univ,,"Fedorova, Elena; Bisseling, Ton"
3135,1102,UT 84602 USA,Brigham Young Univ,,"Price, Paul A.; Griffitts, Joel S."
3136,1102,MI 47197 USA,Eastern Michigan Univ,,"Price, Paul A."
3137,1102,MA 01003 USA,Univ Massachusetts,,"Pan, Huairong; Wang, Dong"
3138,1103,KY 40546 USA,Univ Kentucky,,"Wang, Qi; Yang, Shengming; Liu, Jinge; Zhu, Hongyan"
3139,1103,Hungary,Biol Res Ctr,,"Terecskei, Kata; Abraham, Edit; Szucs, Attila; Kormoczi, Peter; Wang, Ting; Kondorosi, Eva; Kereszt, Attila"
3140,1103,Hungary,Natl Agr Res & Innovat Ctr,,"Gombar, Aniko; Domonkos, Agota; Fodor, Lili; Kalo, Peter"
3141,1103,NY 14853 USA,Cornell Univ,,"Mao, Linyong; Fei, Zhangjun"
3142,1103,NY 14853 USA,Cornell Univ,,"Mao, Linyong; Fei, Zhangjun"
3143,1104,OR 97331 USA,Oregon State Univ,,"Hall, Jean A."
3144,1104,TX 77843 USA,Texas A&M Univ,,"Isaiah, Anitha; Suchodolski, Jan S."
3145,1104,OR 97331 USA,Oregon State Univ,,"Estill, Charles T."
