,paper_id,financial_name,financial_code,type
626,289,CH Foundation,,
627,289,USDA Southern Sustainable Agriculture Research & Education (SARE),LS17-286,
628,290,National Institute of Food and AgricultureUnited States Department of Agriculture (USDA)National Institute of Food and Agriculture,2015-70005-24288,
629,291,Midwest Forage Association,,
630,291,Minnesota Department of Agriculture,,
631,292,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31660693,
632,292,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,"2018T111120, 2017M613252",
633,292,Youth Innovation Talent Cultivation Program of Shihezi University,CXRC201605,
634,292,China Agriculture Research System,CARS-34,
635,293,,0548-YL-18,
636,294,"Ministry of Education, Science and Technology of the Republic of Serbia",,
637,295,National Council of Science and Technology of Mexico (Consejo Nacional de Ciencia y Tecnologia,CONACyT,
638,296,"Sultan Qaboos University, Oman",IG/AGR/CROP/19/01,
639,297,"Department of Environmental Sciences, University of Haripur",,
640,297,"Centre for Climate Research and Development (CCRD), CIIT, Islamabad",,
641,299,Regional Universities Forum for Capacity Building in Agriculture (RUFORUM),,
642,299,RUFORUM,,
643,300,EUEuropean Union (EU),"INCO-CT-2004-08, PL509140",
644,302,Heilongjiang province postdoctoral special funding,LBH-TZ06020,
645,303,Foreign Science and Technology Cooperation Project of Ningxia Hui Autonomous Region,27,
646,303,Cao Xue First Class Discipline Construction Project,NXYLXK2017A01,
647,303,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,61862049,
648,303,Ningxia Key Research and Development Project,2018BEB04020,
649,303,Young Scholar in Western China of Chinese Academy of Sciences,XAB2018AW12,
650,303,Ningxia Higher Education Research Project,NGY2018-229,
651,305,Australian Grains Research and Development CorporationGrains R&D Corp,,
652,305,"Future Farm Industries Cooperative Research CentreAustralian GovernmentDepartment of Industry, Innovation and ScienceCooperative Research Centres (CRC) Programme",,
653,306,"Romanian National Authority for Scientific Research and Innovation, CCCDI - UEFISCDI - Romania",91/2016,
654,307,Agence Nationale de la RechercheFrench National Research Agency (ANR),LeGOO: ANR-06GPLA-0005,
655,307,'Laboratoire d'Excellence (LABEX)' TULIP,ANR-10-LABX-41,
656,308,IIT Kharagpur,,
657,309,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31460628, 31101762",
658,309,Natural Science Foundation of Inner Mongolia,"2018MS030370, 2017JQ05",
659,313,National Research Foundation (NRF),,
660,313,Department of Science and Technology (DST) South Africa,,
661,313,University of Pretoria,,
662,315,China Forage and Grass Research System,CARS-34,
663,316,Cyprus University of Technology,EX032,
664,318,National Natural Sciences Foundation of ChinaNational Natural Science Foundation of China,31560663,
665,319,New Mexico State University,,
666,320,"EU-Project ""NutRisk Centre""",CZ.02.1.01/0.0/0.0/16_019/0000845,
667,321,Program of Continuous scientific work on the creation of new varieties of forage crops at the Agricultural Institute Osijek,,
668,323,IONIS Project 2017-2020,,
669,323,Angers Loire Me tropoleRegion Pays de la Loire,,
670,323,Lili Zang PhD fellowship from the China Scholarship Council,201609370043,
671,323,French Region Pays de la LoireRegion Pays de la Loire,,
672,323,European Regional Development FundEuropean Union (EU),,
673,324,Shanghai Engineering Research Center of Plant Germplasm Resources,17DZ2252700,
674,324,National Key R&D Program of China,2016YFA0500500,
675,324,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),BB/L010305/1,
676,325,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31770365,
677,325,Applied Basic Research Foundation of Qinghai Province,2017-ZJ-784,
678,325,Construction Project for Innovation Platform of Qinghai Province,2017-ZJ-Y14,
679,326,Modern Agro-Industry Technology Research System,CARS-35,
680,326,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31702181,
681,326,National Key Research and Development Program of China,2017YFD0502100,
682,326,College and Discipline Autonomous Projects of China Agricultural University,31051601,
683,326,Demonstration Project of Exploitation and Utilization of High Quality Green and Rough Feed Resources,16190051,
684,327,"research project PERMED ""Improvement of native PERennial forage plants for the sustainability of MEDiterranean farming systems"" - European Union",,
685,328,Fondo Nacional de Desarrollo Cientifico y TecnologicoComision Nacional de Investigacion Cientifica y Tecnologica (CONICYT)CONICYT FONDECYT,"1120829, 1180821",
686,328,FONDECYTComision Nacional de Investigacion Cientifica y Tecnologica (CONICYT)CONICYT FONDECYT,3170253,
687,330,JCyL (Junta de Castilla y Leon) grant,,
688,330,Universidad de Salamanca - European Regional Development,,
689,330,Juan de la Cierva fellowship from the Spanish Government,,
690,331,National Natural Science FundNational Natural Science Foundation of China,31672472,
691,331,Program for Changjiang Scholars and Innovative Research Team in the University of ChinaProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT),IRT-17R250,
692,331,Strategic Priority Research Program of Chinese Academy of SciencesChinese Academy of Sciences,XDA2010010203,
693,331,Gansu Provincial Key Project of Scientific and Technical Supporting Programs,18ZD2FA009,
694,331,Ministry of Agriculture Public Welfare Industry Plan,201403071-6,
695,331,Gansu Provincial Science and Technology Support for Returning Grazing to Grass,18-0284,
696,332,National Science FoundationNational Science Foundation (NSF),"IOS-1724993, IOS-1856744",
697,333,EverGraze(R): more livestock from perennials,,
698,334,EverGraze(R): more livestock from perennials,,
699,335,Agence Nationale de la RechercheFrench National Research Agency (ANR),"ANR-17-CE20-0011-02, ANR-16-CE20-0013-03",
700,335,LabEx Saclay Plant Sciences-SPS,ANR-10-LABX-0040-SPS,
701,335,"Hungarian National Office for Research, Development and Innovation","OTKA 120120/119652, GINOP 2.3.2-15-2016-00014 Evomer, GINOP 2.3.2-15-2016-00015 I-KOM, 2017-2.2.5-TET-FR-2017-00002",
702,335,Balzan research grant,,
703,335,cooperative Balaton program of Campus France,39661TA,
704,336,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31660693,
705,336,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,"2018T111120, 2017M613252",
706,336,Animal and Plant Breeding Programme of Shihezi University,gxjs2015-yz04,
707,336,Youth Innovation Talent Cultivation Programme of Shihezi University,CXRC201605,
708,336,China Agriculture Research System,CARS-34,
709,337,Queensland Department of Agriculture and Fisheries,,
710,337,Dairy AustraliaDairy Australia,,
711,340,Deanship of Scientific Research at King Saud UniversityKing Saud University,RG-1440-043,
712,341,National Scientific Centre (NCN),NN310784140,
713,342,French Ministry of Agriculture,C-2015-03,
714,344,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31672472,
715,344,Program for Changjiang Scholars and Innovative Research Team at the University of ChinaProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT),IRT_17R50,
716,344,Marginal Region Agriculture Project of Tottori University,,
717,344,Strategic Priority Research Program of Chinese Academy of Sciences of China,XDA20100102,
718,345,National Key RAMP,,
719,345,D Program of China,2016YFC0500607,
720,345,National Science Foundation of ChinaNational Natural Science Foundation of China,31502007,
721,345,Young Talents Project of Northeast Agricultural University,16QC23,
722,345,Special Funds for Science and Technology Innovation Talent Research in Harbin,2017RAQXJ008,
723,345,"Project of Nature Scientific Foundation of Heilongjiang Province, China",QC2015019,
724,346,"Ministry for Business, Innovation and Employment Endeavour Fund",C09 X1610,
725,346,Manaaki Whenua - Landcare Research's Strategic Science Investment Fund,,
726,346,Lincoln University,,
727,347,Nebraska Environmental Trust (NET),13146,
728,347,Central Platte Natural Resources District (CPNRD),38484,
729,347,"National Institute of Food and Agriculture, U.S. Department of AgricultureUnited States Department of Agriculture (USDA)",NEB-21-155,
730,347,NET,,
731,347,CPNRD,,
732,347,USDAUnited States Department of Agriculture (USDA),,
733,348,"Compagnia di San Paolo (project REPROGRAM - Progetti di Ateneo 2012, Call 01)Compagnia di San Paolo",,
734,348,UNITO grants Ricerca Locale 2013-2014-2017,,
735,349,Program for Changjiang Scholars and Innovative Research Team in UniversityProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT),IRT_17R50,
736,349,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,lzujbky-2017-k02,
737,349,Agro-scientific Research in the Public Interest,201303057,
738,349,China Agriculture Research System,CARS-34,
739,349,Yunnan Province High-Tech Talents Introduction Project,"2012HA012, 2018IC074",
740,349,"111 ProjectMinistry of Education, China - 111 Project",B12002,
741,350,China Scholarship CouncilChina Scholarship Council,201306040120,
742,350,European Research CouncilEuropean Research Council (ERC),ERC-2011-AdG294790,
743,350,NWO-VICI grantNetherlands Organization for Scientific Research (NWO),865.13.001,
744,351,National Key Research and Development Program of China,2017YFD0201305,
745,351,Huazhong Agricultural University Scientific & Technological Self-Innovation Foundation,2016RC010,
746,351,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31872143,
747,351,Youth Project of Science and Technology Department of Hubei Education Department,Q20182702,
748,351,China Scholarship CouncilChina Scholarship Council,,
749,352,National Science FoundationNational Science Foundation (NSF),"DEB-1638768, DEB-1638793",
750,352,University of Tennessee,,
751,353,"United States Department of Agriculture, Agricultural Research Service, CRIS project",8042-21000-300-00D,
752,355,"""Deutsche Forschungsgemeinschaft"" (DFG, German Research Foundation)German Research Foundation (DFG)",SU124/33-1,
753,356,"New Zealand Ministry of Business, Innovation and EmploymentNew Zealand Ministry of Business, Innovation and Employment (MBIE)",,
754,357,"""Deutsche Forschungsgemeinschaft"" (DFG, German Research Foundation)German Research Foundation (DFG)",SU124/33-1,
755,358,Agrovast,,
756,358,Fundacao de Amparo a Pesquisa do Estado de Sao PauloFundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP),2018/07268-2,
757,359,"Deutsche Forschungsgemeinschaft (DFG, German Research Foundation)German Research Foundation (DFG)",SU 124/31-1,
758,360,"""Adaptation to Climate Change of Agriculture and Forest"" (ACCAF) research meta-programme of the French Institut National de la Recherche Agronomique (INRA)",,
759,360,France - Iraq's Kurdistan International cooperation programme,,
760,361,earmarked fund for Modern Agro-industry Technology Research System,CARS-34,
761,361,research and demonstration on key technologies of efficient utilization of modern artificial grassland,2017BY082,
762,363,"National Science Centre, Poland",2018/29/N/ST4/01464,
763,364,Nakayama Professorship,,
764,364,NMSU and Bureau of Reclamation Cooperation Agreement,R16AC00002,
765,366,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31860237,
766,366,Young Yeachers' Scientific Research Ability Enhancing Project of the Northwest Normal University,NWNU-LKQN-17-10,
767,367,Natural Science Foundation of ChinaNational Natural Science Foundation of China,NSFC31702171,
768,367,Natural Science Foundation of ShanxiNatural Science Foundation of Shanxi Province,201701D221154,
769,367,Science and Technology Innovation Fund of Shanxi Agricultural University,2016YJ15,
770,368,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"NSFC41722107, 31760692",
771,368,Western Light Program of Chinese Academy of SciencesChinese Academy of Sciences,"XAB2015A04, XAB2018B09",
772,368,Collaboration Project of Universities and Local Governments of Tibet Autonomous Region,603318014,
773,368,Youth Talent Plan Foundation of the Northwest A F University,2452018025,
774,369,USDA CSREES Pest Management Alternatives ProgramUnited States Department of Agriculture (USDA)National Institute of Food and Agriculture,,
775,370,Alberta Beef Producers,,
776,370,Agriculture and Agri-Food Canada Lethbridge Research and Development Centre (LeRDC),,
777,370,Canada Research Chairs ProgramCanada Research Chairs,,
778,371,Shiraz University,,
779,372,Szent Istvan University (SZIE),,
780,372,"University of Zanjan, Iran",,
781,373,Science and Technology Branch of Agriculture and Agri-Food Canada,,
782,375,Agence Nationale de la RechercheFrench National Research Agency (ANR),ANR-12-BSV6-004-01,
783,375,Stream COST Action,FA1206,
784,375,French National Research AgencyFrench National Research Agency (ANR),"ANR-10-LABX-0040-SPS, ANR-11-IDEX-0003-02",
785,375,EUEuropean Union (EU),,
786,375,TULIP LabEx,ANR-10-LABX-41,
787,375,CHARM3AT Labex program,ANR-11-LABX-39,
788,376,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),,
789,376,European UnionEuropean Union (EU),"PCIG12-GA-2012-333980, Marie Curie Career Integration Grant",
790,376,Hungarian Academy of SciencesHungarian Academy of Sciences,"LIFE13 ENV/HU/001092, PCIG12-GA-2012-333980",
791,376,"National Research, Development and Innovation Office, Hungary, (NKFIH/OTKA)Orszagos Tudomanyos Kutatasi Alapprogramok (OTKA)",PD 115938,
792,376,NKFIH/OTKAOrszagos Tudomanyos Kutatasi Alapprogramok (OTKA),"115938, 109594",
793,376,Higher Education Institutional Excellence Program,20430-3/2018/FEKUTSTRAT,
794,376,INSECTLIFE Innovative Real-time Monitoring and Pest control for Insects,,
795,376,LIFE,LIFE13 ENV/HU/001092,
796,376,"Ministry of Human Capacities, Hungary",Higher Education Institutional Excellence Program,
797,376,Biotechnology and Biological Sciences Research Council's Industrial Strategy Challenge Fund,,
798,376,Magyar Tudomanyos Akademia,Janos Bolyai Research Scholarship,
799,377,Agriculture and Agri-Food Canada's Matching Investment InitiativeAgriculture & Agri Food Canada,,
800,378,German Research Foundation (c-DFG) within the framework of the research unit DFGGerman Research Foundation (DFG),FOR 1320/PAK 888,
801,378,"Federal Ministry of Education and Research (BMBF), GermanyFederal Ministry of Education & Research (BMBF)",031B0026A,
802,379,Natural Science Foundation of Shandong ProvinceNatural Science Foundation of Shandong Province,ZR2015JL012,
803,379,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31300220, 31501328",
804,379,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,2014M550366,
805,380,China Forage and Grass Research System,CARS-34,
806,380,Key Research and Development Program in Ningxia Hui Autonomous Region,2017BY082,
807,380,Agricultural Technology Test demonstration and Service Support Program in China,131821301064071005,
808,381,Deanship of Scientific Research at King Saud UniversityKing Saud University,RGP-042,
809,382,"Deanship of Scientific Research at Qassim University, Kingdom of Saudi Arabia",3826-des-2018-1-14-S,
810,383,Israeli Ministry of Agriculture,421-0265-14,
811,383,ARO Indo-Israel Postdoctoral Fellowship Fund (2015-2018),,
812,384,CARIPLO FoundationFondazione Cariplo,2016-0723,
813,384,"Italian Ministry of Education, University and Research (MIUR): Dipartimenti di Eccellenza Program (2018-2022) -Dept.of Biology and Biotechnology ""L. Spallanzani,"" University of PaviaMinistry of Education, Universities and Research (MIUR)",,
814,384,"Fundacao para a Ciencia e a Tecnologia (Lisbon, Portugal)Portuguese Foundation for Science and Technology","UID/Multi/04551/2019, DL57",
815,384,"COST Action: ""The quest for tolerant varieties: phenotyping at plant and cell level""",FA1306,
816,384,IUSS-Scuola Universitaria Superiore Pavia,,
817,385,,CARS-34,
818,385,,YS16B09,
819,386,"National Center for Research and Development (Warsaw, Poland)",BIOSTRATEG2/298205/9/NCBR/2016,
820,388,"Ministry of Education, Youth and Sports in Czech Republic",,
821,389,Botanical Society of America,,
822,389,Sigma Xi,,
823,389,NSFNational Science Foundation (NSF),"DEB 1241006, 1452386, 1247842",
824,390,"Ministry of Education, Youth and Sports of the Czech RepublicMinistry of Education, Youth & Sports - Czech Republic","LK11224, LO1417",
825,390,"Faculty of Science, Charles University",,
826,390,,RVO 61388971,
827,391,"Agencia Santafesina de Ciencia, Tecnologia e Innovacion (ASaCTeI)",2010-109-16,
828,391,Secretaria de Politicas Universitarias (SPU),9945,
829,392,National Center for Studies and Research on Water and Energy (CNEREE) Cadi Ayyad University,,
830,392,FAO project,GCP/RAB/013/ITA,
831,393,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31460335, 31560376",
832,393,National Forage Industry Technical system of China,CARS-34,
833,393,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,2015M582737,
834,393,"Chinese Ministry of Science and TechnologyMinistry of Science and Technology, China",2009BADA4B03,
835,394,China Scholarship CouncilChina Scholarship Council,,
836,394,Crafoord Foundation,,
837,395,NAS Agenda Program,"PJ01247201, PJ01281401",
838,395,"Rural Development Administration, Jeonju, Republic of KoreaRural Development Administration (RDA)",,
839,396,Bill and Melinda Gates Foundation as Engineering the Nitrogen symbiosis for Africa,OPP1028264,
840,396,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),"BB/J004553/1, BB/K003712/1",
841,396,Danish National Research FoundationDanmarks Grundforskningsfond,DNRF79,
842,396,Labex Arcane,ANR-11-LABX-0003-01,
843,397,"Department of Soil Science, Faculty of Agriculture, Ferdowsi University of Mashhad, Iran",,
844,397,research project on M. scutellata,3/41380,
845,397,"Spanish State Research Agency (AEI/FEDER, EU)",AGL2016-75226-R,
846,398,Bill and Melinda Gates FoundationGates Foundation,OPP1028264,
847,398,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),BB/K003712/1,
848,398,Gatsby Foundation,GAT3395/GLH,
849,398,NWONetherlands Organization for Scientific Research (NWO),VENI863-15-010,
850,398,"National Science Foundation, USANational Science Foundation (NSF)","DBI 0703285, IOS-1127155",
851,398,Noble Research Institute,,
852,399,Secretaria de Ciencia y Tecnica de la UNRC,,
853,399,Agencia Nacional de Promocion Cientifica y Tecnologica (ANPCyT)ANPCyT,,
854,399,Consejo Nacional de Investigaciones Cientificas y Tecnicas of the Republica Argentina (CONICET)Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET),,
855,399,CONICETConsejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET),,
856,399,FONCyTFONCyT,PICT 1528/15,
857,399,Shanbrom Family Fund,,
858,400,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31502015,
859,400,Scientific and Technologial Innovation Programs of Higher Education Institutions in Shanxi,2019L0356,
860,400,Graduate Student Education Innovation project of Shanxi Province,2019SY221,
861,401,China Modern Agriculture Research System,CARS-22,
862,403,Minnesota Department of Agriculture Fertilizer Research and Education Council,,
863,403,Midwest Forage Association,,
864,404,National Key Project of Research and Development Plan,2016YFD0201116,
865,404,Beijing Collaborative Innovation Center for Eco-environmental Improvement with Forestry and Fruit Trees,CEFF-PXM 2017-014207-000043,
866,404,Beijing Key Project of Science and Technology Plan,"D161100000716003, Z181100002418003",
867,404,Beijing Natural Science Fund-Municipal Education Commission,KZ201910020022,
868,405,"Programme de soutien a l'innovation en agroalimentaire, un programme issu de l'accord du cadre Cultivons l'avenir conclu entre le Ministere de l'Agriculture, des Pecheries et de l'Alimentation du Quebec et Agriculture et Agroalimentaire Canada",,
869,405,Natural Sciences and Engineering Research Council of Canada (NSERC)Natural Sciences and Engineering Research Council of Canada,,
870,406,Montana Fertilizer Advisory Committee,,
871,407,National Transgenic Science and Technology Program,"2019ZX08010003, 2019ZX08010-002",
872,407,National Key R&D Program of China,"2018YFA0901000, 2018YFA0901003",
873,407,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31870284,
874,407,Beijing Municipal Science and Technology CommissionBeijing Municipal Science & Technology Commission,lj201812,
875,407,Scientific Research Project for Major Achievements of the Agricultural Science and Technology Innovation Program (ASTIP),CAAS-ZDXT2019004,
876,408,"Deanship of Scientific Research, King Saud UniversityKing Saud University",RG-1440-126,
877,409,Marginal Region Agriculture Project of Tottori University,,
878,409,Strategic Priority Research Program of Chinese Academy of Sciences of China,XDA20100102,
879,409,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31672472,
880,409,Program for Changjiang Scholars and Innovative Research Team at the University of ChinaProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT),IRT_17R50,
881,410,National Key R&D Program of China,2016YFC0501805,
882,410,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,2019M653774,
883,410,Thousand-person Plan of Qinghai High-end Innovative Talents (top-notch talents Train),,
884,410,Program for Qinghai Science Technology,3-4,
885,410,National natural science foundation of ChinaNational Natural Science Foundation of China,31902184,
886,411,Nouvelle-Aquitaine Region (France),,
887,411,PHASE department of INRA,,
888,411,french CASDAR project CAPHERB,5546,
889,414,ARC Industrial Research Hub for Legumes for Sustainable Agriculture (Australian Research Council)Australian Research Council,IH140100013,
890,414,Grains Research and Development CorporationGrains R&D Corp,,
891,415,Natural Science Foundation of ChinaNational Natural Science Foundation of China,U1812401,
892,415,Karst Science Research Center of Guizhou Province,U1812401,
893,415,Programme for Changjiang Scholars and Innovative Research Teams in UniversitiesProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT),PCSIRT-1227,
894,415,Initial Fund for Key Laboratory of Guizhou Province,2011-4005,
895,415,"Major Science and Technology Project of the Education Department of Guizhou Province during the ""12th Five-year Plan""",2012-005,
896,415,Guizhou Normal University,[2016,
897,415,National Key Research and Development Program of China,2017YFC0506102,
898,415,Natural Science Foundation of China (NSFC)National Natural Science Foundation of China,"31570586, 31870581",
899,415,Department of Science and Technology of Guizhou ProvinceDepartment of Science & Technology (India),[2016,
900,416,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,NSFC 41722107,
901,416,Light of West China Program of the Chinese Academy of Sciences,"XAB2015A04, XAB2018B09",
902,416,Youth Talent Plan Foundation of the Northwest AF University,2452018025,
903,416,Agricultural Science and Technology Innovation Program of the Chinese Academy of Agricultural Sciences,CAAS-ASTIP-2016-LIHPS-08,
904,417,Institute of Research and Higher Education (IRESA),,
905,417,National Institute of Field Crops (INGC),,
906,418,Breeding forage and grain legumes to increase China's and EU's protein self-sufficiency,,
907,418,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31772656,
908,418,China Forage and Grass Research System,CARS-34,
909,418,Agricultural Science and Technology Innovation Program,ASTIP-IAS14,
910,418,collaborative research key project between China and EU - Ministry of Science and Technology of China,2017YFE0111000/EUCLEG 727312,
911,419,Foundation for Science and Technology Support from Pernambuco (FACEPE),,
912,420,US National Science FoundationNational Science Foundation (NSF),"DEB 1110683, DEB 1027253, 1637653",
913,420,"US Department of Energy, Office of Science, Office of Biological and Environmental ResearchUnited States Department of Energy (DOE)","DE-SC0018409, DE-FC02-07ER64494",
914,420,Michigan State University AgBioResearch,,
915,421,Agricultural Experiment Station at New Mexico State University,,
916,421,National Institutes of Health (Research Initiative for Scientific Research Enhancement program)United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USA,,
917,422,National Science Centre in Poland,2015/18/E/NZ9/00607,
918,423,National Institute of Food and Agriculture (NIFA/USDA) Hatch Fund,"WVA00686, 1009357",
919,423,Brazil's Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES)CAPES,,
920,423,"Fundacao para a Ciencia e a Tecnologia (Lisbon, Portugal)Portuguese Foundation for Science and Technology",UID/Multi/04551/2013,
921,425,Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31472142, 31672481",
922,425,National Basic Research Program of ChinaNational Basic Research Program of China,2014CB138701,
923,426,"Endeavour Fund from New Zealand's Ministry of Business, Innovation and Employment",,
924,426,"Strategic Science Investment Fund from New Zealand's Ministry of Business, Innovation and Employment",,
925,427,Ministry of Economy and Competitiveness of Spain,,
926,427,European Union Regional Development FundsEuropean Union (EU),"INIA RTA2012-080-00, INIA RZP2017-00001-00",
927,427,Research Group Funds of Aragon Government,A14_17R,
928,428,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31670446, 31471945, 31870436, U1803110",
929,428,Human Resources and Social Security Department of Jilin Province,2016-28,
930,428,Key Science and Technology Development Program of Jilin Province,20180201073NY,
931,428,National Key Basic Research Program of ChinaNational Basic Research Program of China,2016YFC0500703,
932,428,Ministry of Ecological Environment Biodiversity Observation and Assessment Project,8-2-5-11-2,
933,429,BiofuelNet,,
934,430,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"41571314, 41671406",
935,430,"CAS ""Light of West China"" Program",XAB2016A03,
936,432,Foshan Agriculture Science and Technology Project (Foshan City Budget),140,
937,432,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,KJQN201640,
938,432,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31371546,
939,432,"Center of Hydrogen Science, Shanghai Jiao Tong University, China",,
940,433,Iran National Science FoundationIran National Science Foundation (INSF),94016188,
941,434,Agriculture and Agri-Food CanadaAgriculture & Agri Food Canada,,
942,434,Natural Science and Engineering Research Council of CanadaNatural Sciences and Engineering Research Council of Canada,,
943,435,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31402104,
944,436,CONACyTConsejo Nacional de Ciencia y Tecnologia (CONACyT),"105985, 50769",
945,436,CINVESTAV funds,,
946,436,CONACyT-MexicoConsejo Nacional de Ciencia y Tecnologia (CONACyT),,
947,437,Spanish Direccion General de Investigacion Cientifica y Tecnica (DGICYT)Spanish Government,BIO2017-88321-R,
948,437,Generalitat ValencianaGeneralitat Valenciana,GV2015/010,
949,438,Argentine Agencia Nacional de Promocion Cientifica y TecnologicaANPCyT,PICT-2017-1626,
950,439,Special Fund for Agro-scientific Research in the Public Interest,201503134,
951,439,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31570114,
952,440,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31572431, 31622056",
953,440,National Key Research and Development Program of China,2017YFD0500502,
954,441,National Research Council,2016SU0016,
955,441,Public University of Navarra,,
956,442,"Ministry for Business Innovation and EmploymentNew Zealand Ministry of Business, Innovation and Employment (MBIE)",DNZ1301,
957,443,Struthers Trust,,
958,443,Beef + Lamb NZ,,
959,445,"National Natural Science Foundation in Higher Education of Anhui, China",KJ2018A0535,
960,445,Natural Science Foundation of Anhui Province of ChinaNatural Science Foundation of Anhui Province,1708085QC74,
961,446,Shiraz University,93GRD1M1939,
962,447,National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China,"31672482, 31401915",
963,449,Equine Guelph,,
964,450,United States Department of AgricultureUnited States Department of Agriculture (USDA),,
965,450,NSF EPSCoR,1826834,
966,451,European Research CouncilEuropean Research Council (ERC),ERC-2011-AdG-294790,
967,451,Graduate School 'Experimental Plant Science',,
968,452,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31602006,
969,452,Natural Science Foundation of Jiangsu ProvinceJiangsu Planned Projects for Postdoctoral Research FundsNatural Science Foundation of Jiangsu Province,BK20160735,
970,452,Nanjing Agricultural University Foundation,Y0201600442,
971,452,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,2015 M581815,
972,452,Postdoctoral Science Foundation of Jiangsu ProvinceChina Postdoctoral Science Foundation,1601265C,
973,452,earmarked fund for the China Agriculture Research System,CARS-34,
974,452,"U.S. Department of Agriculture, National Institute of Food and AgricultureUnited States Department of Agriculture (USDA)","OKL03144, 1019172",
975,453,Basic Research Project of the Korea Institute of Geoscience and Mineral Resources (KIGAM) - Ministry of Science and ICT of Korea,,
976,454,Spanish Ministry of Economy and Competitiveness,AGL2013-4778-P,
977,454,Andalusian research program,AGR-139,
978,454,"Fundacao para a Ciencia e Tecnologia (Lisboa, Portugal)Portuguese Foundation for Science and Technology",SFRH/BPD/74784/2010,
979,454,"Fundacao para a Ciencia e Tecnologia, throughout the research unit GREEN-it ""Bioresources for Sustainability""",UID/Multi/04551/2013,
980,455,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31300220, 31501328",
981,455,Natural Science Foundation of Shandong provinceNatural Science Foundation of Shandong Province,"ZR2015JL012, ZR2014CP013",
982,456,Tibet Science and Technology Major Projects of Pratacultural Industry,2019ZDKJZC,
983,456,project of the Key Technologies R&D Program of China,2016YFC0502005,
984,456,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31672488,
985,457,Alexander von Humboldt FoundationAlexander von Humboldt Foundation,"PICT2016-0210, PIP 1122013010042000, PIP 1122015010070000, PICT2016-0604, PICT2016-0561",
986,457,DAADDeutscher Akademischer Austausch Dienst (DAAD),,
987,458,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"41571314, 41202136",
988,458,"CAS ""Light of West China"" Program",XAB2016A03,
989,459,Oscar and Lili Lamm foundation,"2010-11-13, F02011-0046",
990,459,KoN-program Soil-Plant Interactions (SLU),5021003,
991,459,"Department of Plant Biology, SLU",,
992,459,Swedish Research Council Formas/BiodivERsASwedish Research Council,2016-0194,
993,460,Project of National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31572456, 31772660",
